Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,57.373654536135,64.621219887237,74.331112250128,75.688364941056,79.909789851358,84.820092260379,86.185545873911,83.563300871348,93.117375704767,95.237314197847,100,103.04869297796,113.855458739108,133.783700666325,101.027165556125
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",108.734189821731,118.319888457325,113.798426451549,108.93835275371,106.797131759785,103.874116123892,108.973209839657,116.840952096405,110.726023304452,104.959665371975,100,110.312717856787,144.995518374664,148.710287819938,154.42187033164
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",80.231114506733,84.280393467673,86.381434437972,87.234129636957,80.441218603763,75.162694243966,79.666289206925,93.889245125994,91.875520144071,95.848397615182,100,88.562969835055,83.927036577213,90.299739416347,103.204769635865
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,113.667763157895,121.016995614035,101.472039473684,110.646929824561,130.93475877193,133.426535087719,114.679276315789,114.287280701754,96.798245614035,97.417763157895,100,120.027412280702,102.571271929825,101.425438596491,96.340460526316
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,95.940170940171,100.229386626445,101.841377576672,109.282302664656,111.274509803922,111.434766214178,111.045123177476,132.739441930618,110.595776772247,103.440799396682,100,90.58257918552,99.802036199095,77.831196581197,83.066239316239
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,82.076158267068,77.096332288066,72.079047914638,69.634620118369,67.608656099832,71.501118400634,66.43353275469,92.089857337029,121.074627824095,117.468454680694,100,91.201023149288,103.313462546957,110.250757194687,103.287776790779
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,89.294829557934,98.689781049538,141.609675929082,138.084959746742,138.685539878369,162.82689205462,147.87221957149,149.404342656336,156.244745870538,119.117836396822,100,97.047084573497,122.257817765963,104.871288028537,103.433076591007
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,230.454626176523,250.311371574025,180.2030426804,182.146451192802,187.684839874504,188.335405197419,140.916355887054,168.661575800627,184.054342035162,155.047060912804,100,77.456342863908,68.841531995501,81.942224590067,82.8408216421
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",5.951414592006,28.850378689147,26.199554658584,29.646482324116,30.131293798733,91.94699096657,93.638990460161,80.200924939864,80.348379121084,93.011193112847,100,83.807966994094,78.143268865571,105.660229820002,126.157105727627
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",88.176774067945,94.171128200136,107.452545507641,102.659398423051,92.905675070573,92.7616080989,97.237418475616,108.877640416626,105.980726175411,102.830721308284,100,95.822057821474,94.159447094325,89.492845322691,94.762970894578
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,75.533949633408,81.09977685687,89.515460631176,104.07076824992,98.425247051323,107.685686962066,110.025502072043,121.189034109021,117.755817660185,103.516098182977,100,116.365954733822,90.11157156519,116.684730634364,146.021676761237
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,71.23585573015,73.209101179026,75.949916627178,80.097905089586,83.948479131171,86.084881349819,83.799160530875,90.01921580571,94.401583905234,98.781897280661,100,104.577471207104,106.626829020683,115.436629681633,123.002185435039
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|43---Comercio al por mayor<C1>,60.669821231184,60.819180882851,64.723162301291,71.7744896486,73.602233356305,73.52668064939,72.045830967549,84.413419756874,97.396708379298,104.476217315799,100,106.49205996887,106.215356666137,135.988374332419,150.235400786812
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|46---Comercio al por menor<C1>,58.807298163033,64.031430399361,67.853232753583,72.86284714911,81.684776235633,84.784382004487,74.510317735135,85.351146601853,92.821665562238,92.691274298699,100,107.786008418772,105.462527034169,117.211844035835,133.228587690319
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",63.181639236844,66.445156207753,68.013101494307,74.103598771581,80.025549499182,80.550113479937,71.675889938993,83.263878063452,91.099916508358,96.490807993004,100,106.078618653688,111.688004153445,118.74250843063,128.599960544034
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|51---Información en medios masivos<C1>,26.400227999724,29.144970167635,33.839233443526,41.909662311419,51.847816357334,57.129569897452,62.146284046913,66.237109424435,70.839596638033,91.594362151223,100,109.06041684029,118.238331733426,147.109619921579,163.232369376015
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|52---Servicios financieros y de seguros<C1>,28.788545006137,35.230504298345,33.615397355877,38.823281172363,45.663106833564,50.131162493108,54.903789214318,70.252909239003,71.789695315496,92.2074368521,100,103.385085910185,122.611043423611,133.320582369637,144.183768159346
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,71.810343914761,73.575727192862,75.236880463309,79.211056348431,83.252444922309,87.433370995815,89.472934134169,92.743997943347,95.913964981009,98.784859855816,100,102.211031872736,105.062771478421,108.046948896311,110.582361842079
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",61.976946468902,68.971566474781,74.857968364421,82.482329078225,82.152081334883,96.378677105159,88.700757048755,82.249889899984,87.921217554493,93.204449191327,100,98.644279140414,102.243425119959,101.809196934146,104.3193726862
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|55---Corporativos<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación<C1>",84.036118061524,86.761612957232,89.717171192874,84.858107251957,84.906755903356,83.733845060152,81.704392270971,82.949665438746,91.298964791302,94.595012699028,100,98.671321874439,97.817833191102,99.524301680668,106.116702822385
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|61---Servicios educativos<C1>,95.677888172277,94.205514894898,96.199052845851,93.960011369194,96.432831890588,99.371893848514,96.55895888281,98.018040235242,94.180414891972,96.817022859603,100,98.273073820342,100.102406339997,103.192799789336,104.229319144134
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,89.940388042718,88.160989951014,87.33899121581,94.699789266676,103.084993130847,108.623889586047,109.61558514677,108.266336788725,103.122659482306,106.949996927219,100,93.733587878572,88.800564598784,98.285546627969,96.673942219817
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",78.096009336557,77.75263682303,76.660593141283,83.805123197294,90.237105667433,90.891696736572,89.971934755253,93.556902581447,92.633567938137,95.111407509736,100,96.962443383232,101.410804523784,104.845720546379,106.988523815762
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,112.245138701127,110.856091773556,117.292204070682,121.755297659624,110.680016382667,99.835581774318,106.988209560337,107.234889095122,110.626706600287,112.141128949474,100,118.498633675845,113.208507712346,119.858868266726,130.854010882573
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,79.648377070923,84.137842127334,87.305799285297,89.989646641479,91.358055655321,91.989740945326,91.935415910062,95.330755694849,96.419513673055,99.912417810184,100,105.757801636874,106.68498903467,107.387301886679,106.172236947445
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",88.456273229642,87.567472669079,92.252298918506,93.814435578135,94.669301837976,99.179010099559,102.598629649115,101.705039272628,98.428380277392,103.71618254761,100,104.558417599329,110.542713183505,109.783527359506,109.195828533861
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Total<C1>,NA,0.090238234194,0.684602842217,6.263885974911,6.883116605593,1.841111611443,-3.175046210934,7.253764377627,7.260193771167,2.951072732768,0.974325363596,2.499639968066,1.760866382795,6.113040949112,4.530221139171
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades primarias<C1>,NA,3.065318388844,-3.171945823206,4.664393216431,4.279524210645,4.002528358238,-17.759837729477,8.376432283815,6.313535322186,-10.731191212602,2.776694860916,1.755883570185,-2.292939485838,5.03110566554,7.427607833032
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",NA,3.065318388844,-3.171945823206,4.664393216431,4.279524210645,4.002528358238,-17.759837729477,8.376432283815,6.313535322186,-10.731191212602,2.776694860916,1.755883570185,-2.292939485838,5.03110566554,7.427607833032
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,NA,-6.683817414856,-5.98388341944,8.899099915328,13.08960900231,-0.405824262784,-0.953959710542,6.60385052422,13.497105428098,1.639794549411,0.048000804182,-2.423624860255,1.976303449306,0.700636001172,-1.662331776729
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|21---Minería<C1>,NA,-7.984562968539,4.959526837318,5.624475057526,8.339840544866,-11.404151714463,-5.807803366232,13.388224774727,-4.624267830975,6.3913011889,-0.551566052668,-7.478629976269,-13.402298519914,3.704788879122,3.156330182363
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,NA,-7.984562968539,4.959526837318,5.624475057526,8.339840544866,-11.404151714463,-5.807803366232,13.388224774727,-4.624267830975,6.3913011889,-0.551566052668,-7.478629976269,-13.402298519914,3.704788879122,3.156330182363
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|22---Generación, transmisión y distribución de energía eléctrica, suministro de agua y de gas por ductos al consumidor final<C1>",NA,10.775652905617,13.441521031621,-4.388000664467,11.257449429274,1.313464781988,-9.986461256394,-12.048164391581,19.539800298872,23.866672573937,16.069996185433,18.635461684823,8.996264587075,-5.27580045033,6.848086902401
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|23---Construcción<C1>,NA,-15.295549088657,-16.967845832498,21.086530178894,19.305163492229,0.087429956336,2.281821369726,10.744237307192,17.575870842262,-4.006302320758,-6.040218794937,-10.916811741578,-0.071553604584,3.888455933181,-7.79434969452
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras<C1>,NA,7.566820383703,-0.046468808908,-2.590597825769,-0.193848943106,2.259487362714,1.770138200598,9.714687989569,3.135908142182,-1.038914272142,3.032994042868,-0.862143460972,3.062237948638,0.827793585783,1.030070091254
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,NA,5.555250030158,2.876229083212,-4.08612523438,-0.512128725835,-5.686597278042,7.438154173459,10.494089202419,1.662685228616,1.332075898808,9.20188005973,2.20940668028,3.282499927688,-2.122496805117,-0.185391407074
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,NA,12.63221841052,15.025857419334,1.825955040684,5.577376276512,6.144807060755,1.609823306181,-3.042557746747,11.433338240345,2.27663041085,5.000861103935,3.04869297796,10.487047869166,17.503106261142,-24.484698021547
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",NA,8.815717164316,-3.821387988721,-4.270774077802,-1.965534579696,-2.736979530937,4.908916586769,7.219886675197,-5.233549266962,-5.207771181867,-4.725306006262,10.312717856787,31.440436961134,2.561989147606,3.840744709349
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",NA,5.047018212118,2.492917847026,0.987127852799,-7.786987801063,-6.561964688523,5.991795542002,17.853167331701,-2.144787700892,4.324195895578,4.331425968628,-11.437030164945,-5.234618110115,7.593146498472,14.291326091226
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,NA,6.465538031158,-16.150587808911,9.041791609261,18.335645624814,1.903067099341,-14.050622508937,-0.341819051034,-15.302695960856,0.640009062075,2.650683775114,20.027412280702,-14.54346138035,-1.117109412582,-5.013513513514
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,NA,4.470719245382,1.608301721165,7.306386917618,1.82299154638,0.144018976618,-0.349660209232,19.53648943094,-16.682053831404,-6.469485168769,-3.326346486831,-9.41742081448,10.177958164221,-22.014420200875,6.726149622512
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,NA,-6.067323427588,-6.507812011966,-3.391315322539,-2.909420651815,5.757343105673,-7.087421510736,38.61953973918,31.474443902099,-2.978471384311,-14.870762306508,-8.798976850712,13.281034553573,6.714802191997,-6.315585108965
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,NA,10.52127154295,43.489705239086,-2.489036260563,0.434935225914,17.407259760047,-9.184399637201,1.036112861013,4.578450058802,-23.762021095083,-16.049516155695,-2.952915426503,25.977836741065,-14.221200783012,-1.371406287237
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,NA,8.616336207672,-28.008447420013,1.078454882612,3.0406239844,0.346626463464,-25.177979286826,19.689140936778,9.126421451636,-15.76017213265,-35.503453331348,-22.543657136092,-11.122150297676,19.030216520199,1.096622719884
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",NA,384.765062879309,-9.188177594218,13.156436093859,1.635308598558,205.154473554128,1.840190174583,-14.350929515856,0.183855960926,15.759887293658,7.513941766851,-16.192033005906,-6.759140367792,35.213475650434,19.398856071526
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",NA,6.798110041508,14.103491761593,-4.460710597358,-9.501052511805,-0.155067999413,4.825067685269,11.970928602891,-2.660706303085,-2.97224314345,-2.752797288854,-4.177942178526,-1.735102297893,-4.956063268893,5.888879220327
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,NA,7.368643173665,10.376950591565,16.260104697126,-5.424694458909,9.408602150538,2.172819040289,10.146313197161,-2.832943157009,-12.092582566324,-3.396668001109,16.365954733822,-22.56191102345,29.489175038913,25.142060976942
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,NA,2.770017189588,3.743817918826,5.461478625144,4.807334270826,2.544896870984,-2.6551942491,7.42257468384,4.868258471595,4.64008461958,1.233123429365,4.577471207104,1.959655162746,8.262273896601,6.553860567717
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|43---Comercio al por mayor<C1>,NA,0.246184426848,6.418997036412,10.894596457578,2.546508817622,-0.10265001953,-2.014030374774,17.166279607346,15.380597847853,7.268735313858,-4.284436621848,6.49205996887,-0.259834679518,28.030803266863,10.476650319804
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|46---Comercio al por menor<C1>,NA,8.883476030212,5.968634981893,7.38301506388,12.107582165255,3.794594184739,-12.117873630085,14.549433147306,8.752687289877,-0.140475031071,7.885020199148,7.786008418772,-2.155642850764,11.140750494115,13.66478258766
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",NA,5.165293288253,2.359758597979,8.95488831337,7.991448223528,0.65549563113,-11.017021773848,16.167205087125,9.411089931381,5.917559193537,3.636814822041,6.078618653688,5.287951116774,6.316259593549,8.301536024197
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|51---Información en medios masivos<C1>,NA,10.396660846792,16.106598321737,23.849325314539,23.71327636111,10.187031800367,8.781291647156,6.582574389216,6.948502514061,29.298254787135,9.177025366364,9.06041684029,8.415440871252,24.417875121281,10.959683984658
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|52---Servicios financieros y de seguros<C1>,NA,22.376814426831,-4.584399158159,15.492554680677,17.617845413,9.784826240208,9.520279370872,27.956394712156,2.187505248023,28.441047767196,8.451122180523,3.385085910185,18.596451648866,8.734563092352,8.148168569794
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,NA,2.45839691312,2.257746316381,5.282217790861,5.10205110269,5.021985933756,2.332705596415,3.65592549393,3.417975403215,2.993197992988,1.230087430359,2.211031872736,2.790050695541,2.840375687694,2.346584490971
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",NA,11.285841598196,8.534534142838,10.185102375057,-0.400386054847,17.317389333428,-7.966409466305,-7.272617916017,6.895240420875,6.009051948763,7.291015469362,-1.355720859586,3.648610959407,-0.424700351444,2.46556875768
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|55---Corporativos<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación<C1>",NA,3.243242261277,3.406527535511,-5.41597988023,0.057329409027,-1.381410502292,-2.423694729082,1.524120225563,10.0655009377,3.610170077241,5.713818463315,-1.328678125561,-0.864981503362,1.744537201343,6.623910974898
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|61---Servicios educativos<C1>,NA,-1.538885635444,2.116158436348,-2.327508858373,2.631779717095,3.047781445701,-2.83071485987,1.511078173702,-3.915223497695,2.799528936728,3.287621377299,-1.726926179658,1.861478885865,3.087231928113,1.004449299674
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,NA,-1.978419406928,-0.932383739861,8.427848717278,8.854511640526,5.373135591297,0.912962668251,-1.230890987115,-4.750947948352,3.711441756959,-6.498361034969,-6.266412121428,-5.262812820286,10.681218156709,-1.639716584426
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",NA,-0.439679973975,-1.404510157299,9.319690551891,7.674927527994,0.725412306054,-1.01193179833,3.984540107919,-0.98692305734,2.674883011365,5.139859264268,-3.037556616768,4.587715599297,3.387130235999,2.04376798425
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,NA,-1.237511881267,5.80582644955,3.805106762469,-9.096344462907,-9.798005966005,7.16440737751,0.230567027712,3.162979449866,1.368948236576,-10.826651259186,18.498633675845,-4.464292793426,5.874435313005,9.173407670911
Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,NA,5.636605818615,3.765198961448,3.07407684043,1.52062938895,0.691439069574,-0.059055536743,3.6931793381,1.142084703168,3.622611237155,0.087658963455,5.757801636874,0.876708274421,0.658305220223,-1.131479158045
"Valores constantes|Variación porcentual anual|B.1bV---Valor agregado bruto|Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",NA,-1.004790873628,5.34996169997,1.693330874073,0.911231043041,4.763643730362,3.447926679369,-0.870957418772,-3.221727279857,5.372233349077,-3.583030590144,4.558417599329,5.723399150041,-0.686780523234,-0.535325143745
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Total<C1>,NA,0.090238234194,0.684602842217,6.263885974911,6.883116605593,1.841111611443,-3.175046210934,7.253764377627,7.260193771167,2.951072732768,0.974325363596,2.499639968066,1.760866382795,6.113040949112,4.530221139171
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades primarias<C1>,NA,0.202195593783,-0.215448107681,0.304684401813,0.275336520768,0.251242254732,-1.138460650307,0.456073431362,0.347352646249,-0.585188676341,0.131294036404,0.084507693001,-0.109554523376,0.230805583752,0.337272564541
"Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",NA,0.202195593783,-0.215448107681,0.304684401813,0.275336520768,0.251242254732,-1.138460650307,0.456073431362,0.347352646249,-0.585188676341,0.131294036404,0.084507693001,-0.109554523376,0.230805583752,0.337272564541
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,NA,-1.908362741727,-1.592886077865,2.212009167371,3.334311038642,-0.109378267034,-0.251439713725,1.780536555439,3.61705112895,0.464996468417,0.013438216439,-0.672288947509,0.52187505916,0.185406020245,-0.41745776382
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias|21---Minería<C1>,NA,-0.209847706278,0.119829098279,0.141665090909,0.208793736602,-0.289402173738,-0.128215622831,0.287527682614,-0.104991722503,0.129032963784,-0.011507584209,-0.153672326816,-0.24858368596,0.058476634488,0.048689059404
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,NA,-0.209847706278,0.119829098279,0.141665090909,0.208793736602,-0.289402173738,-0.128215622831,0.287527682614,-0.104991722503,0.129032963784,-0.011507584209,-0.153672326816,-0.24858368596,0.058476634488,0.048689059404
"Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias|22---Generación, transmisión y distribución de energía eléctrica, suministro de agua y de gas por ductos al consumidor final<C1>",NA,0.493080692065,0.680730821057,-0.250381745506,0.577966529666,0.07019418038,-0.530931304982,-0.595481307941,0.791953593427,1.078066216613,0.873359262195,1.164196591284,0.650489920367,-0.408599217609,0.473446179644
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias|23---Construcción<C1>,NA,-2.54695758769,-2.39110065867,2.450527131763,2.55645420958,0.012923344663,0.331476477542,1.648761427867,2.784887602327,-0.695847649909,-0.978216449033,-1.645163814584,-0.009371697376,0.50011774083,-0.981462016421
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras<C1>,NA,0.355361860176,-0.002345338531,-0.129801309795,-0.008903437205,0.096906381661,0.076230736547,0.439728752899,0.145201655699,-0.046255062072,0.129802987485,-0.037649397392,0.129340522129,0.035410862537,0.041869013553
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,NA,0.184929250809,0.100974936577,-0.146572928243,-0.01658123866,-0.171376526464,0.207593772944,0.324986363083,0.053046523535,0.040280871553,0.273881387765,0.071118202197,0.105360630108,-0.069145930412,-0.005570873564
Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,NA,0.005219027141,0.006985863701,0.000969847258,0.002838677176,0.003089271431,0.000843532167,-0.001673056723,0.005683468977,0.001175735249,0.002565708621,0.001626515221,0.005624939293,0.010193194061,-0.015789577244
"Valores constantes|Contribución a la variación de la Entidad|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",NA,0.002842044483,-0.001339350557,-0.001429865444,-0.000592827191,-0.000757161724,0.001296962371,0.002066794075,-0.001497703842,-0.001316732513,-0.001100062758,0.002265308019,0.007432688707,0.000782317157,0.001133544789
